                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    309,                0.58856,                0.68996,                 1.1435,                0.92484,                 0.8997,                0.95097,                0.75399,                0.79644,                0.51161,                 1.4009,              0.0069508,              0.0069508,              0.0069508
                    310,                0.59447,                0.69091,                 1.1471,                0.92412,                0.89939,                0.95156,                0.75402,                 0.7967,                 0.5107,                  1.401,              0.0069409,              0.0069409,              0.0069409
                    311,                 0.5937,                0.67972,                 1.1466,                0.92468,                0.89995,                0.95178,                0.75323,                0.79651,                0.50992,                 1.4007,               0.006931,               0.006931,               0.006931
                    312,                0.60062,                0.69851,                 1.1439,                0.92455,                0.89998,                0.95174,                0.75319,                0.79634,                0.50881,                 1.4008,              0.0069211,              0.0069211,              0.0069211
                    313,                0.58895,                0.69127,                 1.1403,                0.92377,                0.90023,                0.95164,                0.75371,                0.79652,                0.50802,                 1.4014,              0.0069112,              0.0069112,              0.0069112
                    314,                0.59445,                0.68691,                 1.1428,                0.92316,                0.90043,                0.95182,                0.75353,                0.79722,                0.50717,                 1.4023,              0.0069013,              0.0069013,              0.0069013
                    315,                0.58872,                 0.6856,                 1.1416,                0.92438,                0.90002,                0.95213,                0.75508,                0.79736,                0.50742,                 1.4021,              0.0068914,              0.0068914,              0.0068914
                    316,                0.59211,                 0.6798,                 1.1437,                0.92455,                0.89955,                0.95207,                 0.7549,                0.79775,                0.50801,                 1.4022,              0.0068815,              0.0068815,              0.0068815
                    317,                0.59207,                0.70116,                 1.1399,                0.92514,                0.89944,                0.95193,                  0.755,                0.79809,                0.50769,                 1.4022,              0.0068716,              0.0068716,              0.0068716
                    318,                0.59414,                0.69461,                 1.1429,                0.92463,                 0.8998,                0.95199,                0.75423,                0.79828,                0.50747,                 1.4023,              0.0068617,              0.0068617,              0.0068617
                    319,                0.59172,                0.68361,                 1.1426,                0.92499,                0.90007,                0.95205,                 0.7538,                 0.7992,                0.50664,                 1.4029,              0.0068518,              0.0068518,              0.0068518
                    320,                0.59165,                 0.6782,                 1.1406,                0.92533,                0.90013,                0.95189,                 0.7544,                0.79917,                0.50543,                 1.4028,              0.0068419,              0.0068419,              0.0068419
                    321,                0.58258,                0.67471,                 1.1362,                0.92542,                0.90031,                0.95218,                0.75413,                0.79972,                 0.5049,                 1.4033,               0.006832,               0.006832,               0.006832
                    322,                0.58373,                0.67889,                 1.1361,                0.92491,                0.90034,                0.95218,                0.75322,                0.79995,                0.50421,                 1.4035,              0.0068221,              0.0068221,              0.0068221
                    323,                 0.5849,                 0.6724,                 1.1352,                0.92603,                0.90041,                 0.9523,                 0.7529,                0.79954,                0.50385,                 1.4032,              0.0068122,              0.0068122,              0.0068122
                    324,                0.58371,                0.66375,                 1.1321,                0.92657,                0.90042,                0.95217,                0.75263,                0.79953,                0.50431,                 1.4032,              0.0068023,              0.0068023,              0.0068023
                    325,                0.58838,                0.67402,                 1.1358,                0.92379,                0.90078,                0.95194,                0.75302,                0.79925,                0.50409,                 1.4029,              0.0067924,              0.0067924,              0.0067924
                    326,                0.58302,                0.68098,                 1.1346,                0.92427,                0.90078,                0.95233,                0.75281,                 0.7996,                0.50361,                  1.403,              0.0067825,              0.0067825,              0.0067825
                    327,                0.58502,                0.67185,                 1.1422,                0.92358,                0.90082,                 0.9526,                0.75237,                0.79964,                0.50315,                 1.4029,              0.0067726,              0.0067726,              0.0067726
                    328,                0.58511,                0.67986,                 1.1375,                0.92149,                  0.902,                0.95216,                0.75297,                0.79968,                0.50248,                 1.4027,              0.0067627,              0.0067627,              0.0067627
                    329,                0.58852,                0.67111,                 1.1409,                0.92186,                0.90189,                0.95215,                0.75285,                0.79945,                0.50206,                 1.4025,              0.0067528,              0.0067528,              0.0067528
                    330,                0.57882,                0.66808,                 1.1299,                0.91925,                0.90548,                 0.9525,                0.75352,                0.79952,                0.50177,                 1.4027,              0.0067429,              0.0067429,              0.0067429
                    331,                0.58495,                0.66928,                 1.1354,                0.91969,                0.90562,                0.95229,                0.75284,                0.79931,                0.50182,                 1.4028,               0.006733,               0.006733,               0.006733
                    332,                0.58848,                0.68447,                 1.1381,                0.92106,                0.90542,                0.95237,                0.75208,                0.79998,                0.50094,                 1.4034,              0.0067231,              0.0067231,              0.0067231
                    333,                  0.582,                0.67654,                 1.1365,                 0.9239,                0.90329,                0.95261,                0.75243,                0.80064,                0.49994,                 1.4042,              0.0067132,              0.0067132,              0.0067132
                    334,                0.57398,                0.66879,                 1.1308,                0.92264,                0.90653,                0.95241,                0.75168,                 0.8005,                0.49946,                 1.4042,              0.0067033,              0.0067033,              0.0067033
                    335,                0.58409,                 0.6788,                  1.137,                0.92448,                0.90446,                0.95318,                0.75151,                0.80079,                0.49904,                 1.4041,              0.0066934,              0.0066934,              0.0066934
                    336,                 0.5859,                0.65861,                  1.136,                0.92436,                0.90516,                0.95301,                0.75158,                 0.8003,                0.49929,                 1.4037,              0.0066835,              0.0066835,              0.0066835
                    337,                0.57877,                0.66265,                 1.1283,                0.88938,                0.94227,                0.95331,                0.75157,                0.79968,                 0.4987,                 1.4031,              0.0066736,              0.0066736,              0.0066736
                    338,                0.57741,                0.67421,                 1.1334,                0.89083,                0.94153,                0.95341,                0.75137,                0.79983,                0.49853,                 1.4031,              0.0066637,              0.0066637,              0.0066637
                    339,                0.57987,                0.66389,                 1.1306,                0.89208,                0.94141,                 0.9533,                0.75045,                0.80081,                0.49774,                  1.404,              0.0066538,              0.0066538,              0.0066538
                    340,                0.58051,                0.66821,                 1.1319,                0.89299,                0.94114,                0.95363,                0.75102,                0.80056,                0.49672,                  1.404,              0.0066439,              0.0066439,              0.0066439
                    341,                0.56907,                0.65018,                 1.1185,                0.92407,                0.90556,                0.95369,                0.75069,                0.80074,                0.49667,                 1.4042,               0.006634,               0.006634,               0.006634
                    342,                0.56784,                0.64119,                 1.1238,                 0.8941,                0.94423,                0.95447,                0.75104,                0.80086,                0.49613,                 1.4047,              0.0066241,              0.0066241,              0.0066241
                    343,                0.57714,                0.65791,                 1.1328,                0.89675,                 0.9445,                0.95433,                0.74948,                0.80127,                0.49553,                  1.405,              0.0066142,              0.0066142,              0.0066142
                    344,                0.57724,                0.67046,                 1.1309,                0.89681,                0.94424,                0.95443,                0.74998,                0.80131,                0.49527,                 1.4051,              0.0066043,              0.0066043,              0.0066043
                    345,                0.57809,                0.66398,                 1.1291,                0.89702,                0.94277,                0.95476,                0.75057,                0.80148,                0.49531,                 1.4055,              0.0065944,              0.0065944,              0.0065944
                    346,                0.57624,                 0.6615,                 1.1351,                0.89399,                 0.9427,                0.95406,                 0.7507,                0.80216,                0.49471,                 1.4064,              0.0065845,              0.0065845,              0.0065845
                    347,                 0.5673,                0.65085,                 1.1213,                 0.8935,                0.94387,                0.95381,                0.75085,                0.80248,                0.49483,                 1.4065,              0.0065746,              0.0065746,              0.0065746
                    348,                0.57171,                0.66189,                 1.1297,                0.89328,                0.94392,                0.95396,                0.75064,                0.80277,                0.49465,                 1.4068,              0.0065647,              0.0065647,              0.0065647
                    349,                0.57338,                0.65718,                 1.1239,                0.89346,                0.94221,                0.95403,                0.75052,                0.80346,                0.49369,                 1.4075,              0.0065548,              0.0065548,              0.0065548
                    350,                0.57448,                0.66821,                 1.1279,                0.89338,                0.94061,                0.95414,                0.75079,                0.80372,                0.49349,                 1.4074,              0.0065449,              0.0065449,              0.0065449
                    351,                0.56642,                0.64902,                 1.1224,                0.89317,                  0.942,                0.95384,                0.75069,                0.80381,                 0.4931,                 1.4072,               0.006535,               0.006535,               0.006535
                    352,                0.57368,                0.66151,                  1.125,                0.89329,                0.94241,                0.95397,                0.75025,                0.80413,                0.49344,                 1.4072,              0.0065251,              0.0065251,              0.0065251
                    353,                0.56462,                 0.6576,                 1.1254,                0.89366,                0.94257,                 0.9539,                0.75043,                0.80414,                0.49266,                 1.4071,              0.0065152,              0.0065152,              0.0065152
                    354,                0.56881,                0.65382,                 1.1235,                0.89333,                0.94364,                0.95394,                0.75006,                0.80456,                0.49294,                 1.4073,              0.0065053,              0.0065053,              0.0065053
                    355,                0.56947,                0.64968,                 1.1251,                0.89514,                0.94374,                0.95424,                0.74967,                0.80502,                0.49246,                  1.408,              0.0064954,              0.0064954,              0.0064954
                    356,                0.56794,                0.65008,                 1.1264,                 0.8961,                0.94662,                0.95411,                0.74879,                0.80543,                0.49253,                 1.4082,              0.0064855,              0.0064855,              0.0064855
                    357,                0.56391,                0.65859,                 1.1232,                0.89613,                0.94647,                0.95433,                 0.7497,                0.80535,                0.49307,                 1.4077,              0.0064756,              0.0064756,              0.0064756
                    358,                0.56064,                0.63687,                 1.1184,                0.89493,                0.94741,                0.95411,                0.74876,                0.80552,                 0.4935,                 1.4077,              0.0064657,              0.0064657,              0.0064657
                    359,                0.56462,                0.65319,                 1.1247,                0.91931,                0.91439,                 0.9537,                0.74874,                0.80565,                0.49378,                 1.4078,              0.0064558,              0.0064558,              0.0064558
                    360,                0.57087,                 0.6456,                 1.1246,                0.91889,                 0.9145,                0.95366,                0.74828,                0.80556,                0.49425,                 1.4077,              0.0064459,              0.0064459,              0.0064459
                    361,                0.56177,                0.64528,                 1.1231,                0.89489,                0.94758,                0.95384,                0.74869,                0.80573,                0.49448,                 1.4076,               0.006436,               0.006436,               0.006436
                    362,                0.56991,                0.64412,                 1.1223,                0.90376,                0.93226,                0.95365,                0.74892,                0.80561,                0.49468,                 1.4074,              0.0064261,              0.0064261,              0.0064261
                    363,                 0.5654,                0.65421,                  1.122,                0.89941,                0.94593,                0.95396,                0.74945,                0.80615,                0.49468,                 1.4074,              0.0064162,              0.0064162,              0.0064162
                    364,                0.56322,                 0.6462,                 1.1166,                0.89892,                0.94657,                0.95417,                0.74953,                0.80594,                0.49553,                 1.4071,              0.0064063,              0.0064063,              0.0064063
                    365,                0.57001,                0.64817,                  1.125,                0.90606,                0.93803,                0.95399,                0.74986,                 0.8062,                0.49492,                 1.4074,              0.0063964,              0.0063964,              0.0063964
